"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL558525";"";"None";"345.90";"0";"4.41";"(-)-16";"CNC[C@H]1C[C@]1(Oc1cccc2ccccc12)c1cccs1.Cl";"Ki";"'='";"30.4";"nM";"7.52";"";"";"UO_0000065";"24.29";"0.47";"3.11";"35.36";"0";"CHEMBL1061664";"Inhibition of [3H]serotonin reuptake at serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153544";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"30.4"
"CHEMBL376952";"";"None";"267.38";"0";"2.27";"5";"c1ccc(C(Cc2ccccn2)N2CCNCC2)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"24.83";"0.45";"4.37";"23.57";"0";"CHEMBL863612";"Inhibition of [3H]5-HT reuptake at 5HT transporter in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";"";"230.0"
"CHEMBL213229";"";"None";"311.43";"0";"2.67";"12";"CCOc1ccccc1CC(c1cccnc1)N1CCNCC1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"23.56";"0.44";"4.67";"19.62";"0";"CHEMBL863612";"Inhibition of [3H]5-HT reuptake at 5HT transporter in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";"";"46.0"
"CHEMBL214395";"";"None";"328.43";"0";"3.41";"20";"CCOc1ccccc1CC(c1cccc(F)c1)N1CCNCC1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"23.00";"0.43";"4.14";"30.83";"0";"CHEMBL863612";"Inhibition of [3H]5-HT reuptake at 5HT transporter in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";"";"";"28.0"
"CHEMBL1747";"TOBRAMYCIN";"4.0";"467.52";"2";"-6.30";"TOBRAMYCIN";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL1237044";"TRAMADOL";"4.0";"263.38";"0";"2.63";"TRAMADOL";"COc1cccc(C2(O)CCCCC2CN(C)C)c1";"Ki";"'='";"198.0";"nM";"6.70";"";"";"UO_0000065";"25.45";"0.48";"4.07";"20.50";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";"0.198"
"CHEMBL3094176";"";"None";"414.52";"1";"5.43";"42";"CN(CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21)CCc1ccccc1";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"12.73";"0.23";"-0.15";"14.55";"0";"CHEMBL3095436";"Allosteric modulation at wild-type human SERT site S2 expressed in african green monkey COS7 cells assessed as inhibition of [3H]citalopram dissociation at 30 uM by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091322";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307648";"";"";"";"5.3"
"CHEMBL796";"METHYLPHENIDATE";"4.0";"233.31";"0";"2.09";"1, methylphenidate";"COC(=O)C(c1ccccc1)C1CCCCN1";"Ki";"'='";"65000.0";"nM";"4.19";"";"";"UO_0000065";"17.95";"0.34";"2.10";"10.92";"0";"CHEMBL911121";"Displacement of [125I]RTI-55 from human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"65000.0"
"CHEMBL374769";"";"None";"279.86";"1";"5.00";"(RS/SR)-10i";"CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1";"Ki";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"19.33";"0.39";"0.41";"44.96";"0";"CHEMBL911121";"Displacement of [125I]RTI-55 from human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"3900.0"
"CHEMBL219707";"";"None";"305.89";"1";"5.54";"(RR/SS)-10k";"Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.61";"0.39";"0.46";"49.88";"0";"CHEMBL911127";"Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL217975";"";"None";"261.41";"0";"3.97";"(RS/SR)-10v";"COc1cccc(C(CC(C)C)C2CCCCN2)c1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"21.30";"0.40";"1.60";"26.19";"0";"CHEMBL911127";"Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"2700.0"
"CHEMBL374769";"";"None";"279.86";"1";"5.00";"(RS/SR)-10i";"CC(C)(C)CC(c1ccc(Cl)cc1)C1CCCCN1";"Ki";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"19.50";"0.39";"0.46";"45.35";"0";"CHEMBL911121";"Displacement of [125I]RTI-55 from human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"3500.0"
"CHEMBL219334";"";"None";"279.86";"1";"5.00";"(RS/SR)-10o";"CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1";"Ki";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"19.01";"0.38";"0.32";"44.21";"0";"CHEMBL911121";"Displacement of [125I]RTI-55 from human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"4800.0"
"CHEMBL219334";"";"None";"279.86";"1";"5.00";"(RS/SR)-10o";"CCC(CC)C(c1ccc(Cl)cc1)C1CCCCN1";"IC50";"'>'";"9600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911127";"Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"9600.0"
"CHEMBL218193";"";"None";"273.46";"1";"5.08";"(RS/SR)-10w";"CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"21.10";"0.39";"0.69";"47.96";"0";"CHEMBL911127";"Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"1700.0"
"CHEMBL318235";"";"None";"481.57";"0";"3.68";"cis-(+)-5, R-226161";"COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccc(F)cc4)CC3)[C@@H]1CO2";"Ki";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"18.21";"0.34";"5.09";"15.73";"0";"CHEMBL905525";"Displacement of [3H]paroxetine from human cloned 5HTT receptor transfected in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143045";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308072";"";"";"";"1.7"
"CHEMBL1373";"MODAFINIL";"4.0";"273.36";"0";"2.01";"(+/-)-1, modafinil";"NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1";"Ki";"'='";"570000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128346";"Binding affinity to human SERT T497A mutant expressed in African green monkey COS7 cells assessed as inhibition of [3H]-serotonin uptake after 3 mins by beta-scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"P31645";"T497A";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124844";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307648";"";"";"";"570000.0"
"CHEMBL421867";"";"None";"428.62";"1";"5.48";"16";"c1ccc(CCCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"14.95";"0.27";"0.93";"26.16";"0";"CHEMBL806214";"Inhibition of [3H]5-HT reuptake in HEK293 cells expressing human serotonin transporter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133662";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307715";"";"";"";"0.39"
"CHEMBL1645612";"";"None";"291.30";"0";"3.50";"15b";"Fc1ccccc1Oc1cccc(F)c1OC1CCNC1";"Ki";"'>'";"4710.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645847";"Displacement of [3H]citalopram from human SERT by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"4710.0"
"CHEMBL1645614";"";"None";"305.32";"0";"3.81";"15d";"Cc1cccc(F)c1Oc1cccc(F)c1OC1CCNC1";"Ki";"'>'";"4690.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645847";"Displacement of [3H]citalopram from human SERT by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"4690.0"
"CHEMBL1645618";"";"None";"308.74";"0";"3.41";"22";"Fc1cccc(Cl)c1Oc1ncccc1OC1CCNC1";"Ki";"'>'";"6130.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645847";"Displacement of [3H]citalopram from human SERT by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"6130.0"
"CHEMBL1645619";"";"None";"294.71";"0";"3.02";"24";"Fc1cccc(Cl)c1Oc1ncccc1OC1CNC1";"Ki";"'>'";"6280.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645847";"Displacement of [3H]citalopram from human SERT by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"6280.0"
"CHEMBL3126730";"";"None";"312.26";"0";"4.77";"6b";"NCCSC(c1ccc(Cl)cc1)c1ccc(Cl)cc1";"Ki";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"21.04";"0.47";"1.80";"25.24";"0";"CHEMBL3128344";"Binding affinity to wild type human SERT expressed in African green monkey COS7 cells assessed as inhibition of [3H]-serotonin uptake after 3 mins by beta-scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124844";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307648";"";"";"";"270.0"
"CHEMBL394356";"";"None";"270.38";"0";"3.67";"6g";"COc1ccc2[nH]cc(C3=CCC(N(C)C)CC3)c2c1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"25.24";"0.47";"3.15";"24.15";"0";"CHEMBL893718";"Displacement of [3H]citalopram from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"150.0"
"CHEMBL285777";"";"None";"242.32";"0";"2.90";"5g";"COc1ccc2[nH]cc(C3=CCN(C)CC3)c2c1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"25.32";"0.47";"3.24";"21.72";"0";"CHEMBL893718";"Displacement of [3H]citalopram from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"730.0"
"CHEMBL27227";"";"None";"291.19";"0";"3.65";"5d";"CN1CC=C(c2c[nH]c3ccc(Br)cc23)CC1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"22.93";"0.54";"3.03";"35.09";"0";"CHEMBL893718";"Displacement of [3H]citalopram from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"210.0"
"CHEMBL1672021";"";"None";"331.46";"0";"4.99";"4a";"CSc1ccc(/C=C(/Cc2ccc(SC)cc2)[N+](=O)[O-])cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1676765";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";""
"CHEMBL1643645";"";"None";"362.29";"1";"5.32";"4d";"Cc1cc(C2=C(c3ccc(Br)cc3)CC3CCC2S3)on1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1648598";"Displacement of [3H]citalopram from human SERT expressed in HEK293 cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641369";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL1643510";"";"None";"321.25";"1";"5.14";"11, FME";"CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"26.53";"0.55";"3.38";"131.53";"0";"CHEMBL1647931";"Inhibition of human recombinant 5HT transporter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641425";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"3.0"
"CHEMBL1645615";"";"None";"325.74";"0";"4.15";"15e";"Fc1cccc(Cl)c1Oc1cccc(F)c1OC1CCNC1";"Ki";"'>'";"4900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645847";"Displacement of [3H]citalopram from human SERT by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"4900.0"
"CHEMBL336940";"";"None";"314.77";"0";"2.62";"42";"COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1";"Ki";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"19.25";"0.38";"3.44";"13.45";"0";"CHEMBL805346";"Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135775";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307715";"";"";"";"870.0"
"CHEMBL336940";"";"None";"314.77";"0";"2.62";"42";"COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL807030";"Inhibition of 5-HT uptake in HEK cells expressing human serotonin transporter (hSERT)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135775";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307715";"";"";"";"280.0"
"CHEMBL1672014";"";"None";"327.29";"0";"3.00";"4b";"O=[N+]([O-])/C(=C\c1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1676765";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";""
"CHEMBL1200748";"CARBIDOPA";"4.0";"244.25";"0";"-0.05";"S(-)-CARBIDOPA";"C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL67387";"";"None";"385.25";"0";"3.03";"4e";"COC(=O)C1C(c2cccc(I)c2)CC2CCC1N2C";"IC50";"'='";"9.88";"nM";"8.01";"";"";"UO_0000065";"20.78";"0.55";"4.98";"27.10";"0";"CHEMBL847531";"Ability to inhibit [3H]citalopram binding to serotonin transporter in cynomolgus monkey striatum";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638255";"Striatum";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126629";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"9.88"
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"Rofecoxib";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"Not Active";""
"CHEMBL245309";"";"None";"409.57";"0";"3.92";"26";"CC(C)N1CCN(C(=O)c2ccc(C(CCN(C)C)Oc3ccccc3)cc2)CC1";"Ki";"'='";"245.0";"nM";"6.61";"";"";"UO_0000065";"16.14";"0.30";"2.69";"18.35";"0";"CHEMBL886090";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139920";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"245.0"
"CHEMBL103138";"";"None";"230.24";"0";"3.28";"17c";"COC(=O)c1ccccc1-c1ccc(F)cc1";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"19.46";"0.36";"1.20";"17.04";"0";"CHEMBL801384";"Inhibition of [3H]citalopram binding to the serotonin transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133606";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"33.0"
"CHEMBL151695";"";"None";"615.63";"2";"5.25";"13b";"Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(=O)(=O)C(F)(F)F)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884710";"Inhibition of 5-hydroxytryptamine reuptake";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133697";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"1000.0"
"CHEMBL3126973";"";"None";"489.50";"1";"6.31";"9, Diastereomeric mixture";"COCCN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3132661";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124804";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"1000.0"
