"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL391193";"";"None";"475.47";"1";"5.78";"41";"CN(C)CCC(Oc1ccc(Br)cc1)c1ccc(OCCCN2CCCCC2)cc1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"16.92";"0.37";"2.27";"32.26";"0";"CHEMBL886090";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139920";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"9.0"
"CHEMBL2447963";"";"None";"501.93";"1";"6.32";"(+)-39";"CN(C)CCC(Oc1ccc(Cl)c(Cl)c1)c1ccc(OCCCN2CCCCC2)cc1.Cl";"Ki";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"17.48";"0.36";"1.82";"32.63";"0";"CHEMBL886090";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139920";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"7.3"
"CHEMBL245919";"";"None";"431.02";"1";"5.67";"37";"CN(C)CCC(Oc1cccc(Cl)c1)c1ccc(OCCCN2CCCCC2)cc1";"Ki";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"19.88";"0.39";"2.90";"34.36";"0";"CHEMBL886090";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139920";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"2.7"
"CHEMBL394322";"";"None";"414.57";"1";"5.15";"35";"CN(C)CCC(Oc1ccc(F)cc1)c1ccc(OCCCN2CCCCC2)cc1";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"17.70";"0.33";"2.19";"29.42";"0";"CHEMBL886090";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139920";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"46.0"
"CHEMBL504606";"";"None";"283.37";"0";"3.23";"4-II";"CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C";"IC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"18.03";"0.33";"1.88";"16.75";"0";"CHEMBL998746";"Inhibition of serotonin uptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156588";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"7800.0"
"CHEMBL497463";"";"None";"281.40";"0";"3.90";"2-II";"CNC[C@H]1CCc2ccccc2[C@H]1Oc1ccccc1C";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"19.18";"0.35";"1.50";"25.39";"0";"CHEMBL998746";"Inhibition of serotonin uptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156588";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"4000.0"
"CHEMBL1078312";"";"None";"287.19";"0";"2.82";"7";"CCN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1";"Ki";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"26.25";"0.57";"4.72";"23.31";"0";"CHEMBL1112301";"Displacement of [3H]5HT from human 5HT transporter expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";"";"";"29.0"
"CHEMBL410832";"";"None";"375.47";"0";"4.04";"3b";"COC1OC2(CCN(Cc3ccccc3)CC2)c2cnn(-c3ccccc3)c21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL922328";"Inhibition of 5HTT receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143959";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"10000.0"
"CHEMBL99946";"LEVOMILNACIPRAN";"4.0";"246.35";"0";"1.77";"R-1, 1S,2R-milnacipran";"CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"26.36";"0.49";"4.72";"14.02";"1";"CHEMBL931355";"Inhibition of serotonin uptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"320.0"
"CHEMBL257389";"";"None";"312.41";"0";"1.92";"R-26l";"C=C(F)CN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"23.68";"0.48";"5.48";"13.32";"0";"CHEMBL931355";"Inhibition of serotonin uptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"40.0"
"CHEMBL401676";"";"None";"252.38";"0";"1.83";"R-5";"CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"24.09";"0.49";"4.25";"13.13";"0";"CHEMBL931355";"Inhibition of serotonin uptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"830.0"
"CHEMBL470217";"";"None";"462.57";"0";"4.18";"19";"Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cc(F)cc2n1";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"19.67";"0.37";"4.92";"18.61";"0";"CHEMBL976147";"Displacement of [3H]citalopram human SerT receptor expressed in LLCPK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLCPK";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"9.1"
"CHEMBL1257969";"";"None";"419.50";"0";"3.81";"36";"O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL1258427";"";"None";"451.52";"0";"4.34";"43";"O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(F)c21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL1258762";"";"None";"451.52";"0";"4.34";"49";"O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL1257264";"";"None";"449.98";"0";"4.72";"56";"O=C1NCc2cc(Cl)c(OCCCCN3CCN(c4cccc5ccccc45)CC3)cc21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260567";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL1257615";"";"None";"433.53";"0";"4.12";"61";"Cc1c(OCCCN2CCN(c3cccc4cccc(F)c34)CC2)ccc2c1C(=O)NC2";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260567";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL1258087";"";"None";"447.55";"0";"4.51";"70";"Cc1cc2c(cc1OCCCCN1CCN(c3cccc4cc(F)ccc34)CC1)C(=O)NC2";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1260567";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";""
"CHEMBL270791";"";"None";"334.42";"1";"5.04";"32";"Cc1cc(Oc2ccccc2Oc2ccccc2)c(CN(C)C)cn1";"Ki";"'='";"4060.0";"nM";"5.39";"";"";"UO_0000065";"16.12";"0.29";"0.35";"15.59";"0";"CHEMBL950333";"Inhibition of [3H]Citalopram uptake in human 5HTT transfected HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"4060.0"
"CHEMBL1257736";"";"None";"433.53";"0";"4.12";"63";"Cc1c(OCCCN2CCN(c3cccc4cc(F)ccc34)CC2)ccc2c1C(=O)NC2";"Ki";"'='";"21.4";"nM";"7.67";"";"";"UO_0000065";"17.69";"0.33";"3.55";"17.12";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";"21.4"
"CHEMBL1258199";"";"None";"451.52";"0";"4.34";"39";"O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c21";"Ki";"'='";"48.1";"nM";"7.32";"";"";"UO_0000065";"16.21";"0.30";"2.98";"16.33";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";"48.1"
"CHEMBL1258428";"";"None";"419.50";"0";"3.81";"44";"O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21";"Ki";"'='";"54.6";"nM";"7.26";"";"";"UO_0000065";"17.31";"0.32";"3.45";"16.21";"0";"CHEMBL1260567";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";"54.6"
"CHEMBL1258199";"";"None";"451.52";"0";"4.34";"39";"O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c21";"Ki";"'='";"57.2";"nM";"7.24";"";"";"UO_0000065";"16.04";"0.30";"2.90";"16.16";"0";"CHEMBL1260567";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";"57.2"
"CHEMBL1257615";"";"None";"433.53";"0";"4.12";"61";"Cc1c(OCCCN2CCN(c3cccc4cccc(F)c34)CC2)ccc2c1C(=O)NC2";"Ki";"'='";"437.0";"nM";"6.36";"";"";"UO_0000065";"14.67";"0.27";"2.24";"14.19";"0";"CHEMBL1260568";"Displacement of [3H]-citalopram from human serotonin transporter expressed in HEK 293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255556";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";"";"437.0"
"CHEMBL1171260";"";"None";"269.77";"0";"2.61";"(S,S)-5d";"C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1cccc(Cl)c1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"23.23";"0.48";"3.66";"19.17";"0";"CHEMBL1768262";"Inhibition of human SERT in HEK293 cells assessed as inhibition of [3H]serotonin uptake";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1764988";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"540.0"
"CHEMBL264160";"";"None";"333.82";"0";"3.46";"17a";"COc1ccc(O[C@@H](c2ccccc2)[C@@H]2CNCCO2)c(Cl)c1";"Ki";"'='";"96.0";"nM";"7.02";"";"";"UO_0000065";"21.02";"0.42";"3.56";"17.67";"0";"CHEMBL931460";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"96.0"
"CHEMBL258930";"";"None";"311.38";"0";"2.73";"12b";"c1ccc([C@@H](Oc2cccc3c2OCC3)[C@H]2CNCCO2)cc1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"24.73";"0.46";"4.97";"19.38";"0";"CHEMBL931460";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"20.0"
"CHEMBL264418";"";"None";"305.32";"0";"3.07";"11b";"Fc1cccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c1F";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"25.94";"0.49";"4.85";"25.98";"0";"CHEMBL931460";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"12.0"
"CHEMBL449145";"";"None";"329.27";"0";"3.73";"13";"CC(C)(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"22.44";"0.48";"3.66";"22.84";"0";"CHEMBL978153";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155868";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"41.0"
"CHEMBL497493";"";"None";"315.44";"0";"3.65";"57";"CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"16.55";"0.32";"1.57";"17.13";"0";"CHEMBL995198";"Inhibition of serotonin uptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156582";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"6000.0"
"CHEMBL445082";"";"None";"283.37";"0";"3.34";"36";"CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"20.66";"0.38";"2.51";"19.20";"0";"CHEMBL995198";"Inhibition of serotonin uptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156582";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"1400.0"
"CHEMBL497979";"";"None";"420.49";"0";"3.38";"11";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)ccc(F)c2n1";"Ki";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"19.98";"0.37";"5.02";"14.56";"0";"CHEMBL938541";"Displacement of [3H]citalopram from human SerT expressed pig LLCPK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLCPK";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"8.4"
"CHEMBL522257";"";"None";"416.53";"0";"3.26";"2";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"18.49";"0.34";"4.44";"15.74";"0";"CHEMBL938541";"Displacement of [3H]citalopram from human SerT expressed pig LLCPK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLCPK";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"7.7"
"CHEMBL398965";"";"None";"276.38";"0";"3.91";"9i";"N#Cc1ccc2c(C3CC3CN3CCCC3)cccc2c1";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"26.39";"0.47";"3.38";"26.98";"0";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"51.0"
"CHEMBL399147";"";"None";"225.34";"0";"3.50";"(-)-9b";"CN(C)CC1CC1c1cccc2ccccc12";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"30.04";"0.54";"3.27";"208.94";"0";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"170.0"
"CHEMBL456017";"";"None";"239.29";"0";"2.40";"32a";"COc1ccc(F)cc1[C@@H]1CC[C@H](CCN)O1";"IC50";"'='";"2576.0";"nM";"5.59";"";"";"UO_0000065";"23.36";"0.45";"3.19";"12.57";"0";"CHEMBL1031548";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3307715";"";"";"";"2576.0"
"CHEMBL478836";"";"None";"252.36";"0";"2.81";"8";"c1ccc(-c2ccccc2CN[C@H]2CCNC2)cc1";"Ki";"'='";"1070.0";"nM";"5.97";"";"";"UO_0000065";"23.66";"0.43";"3.16";"24.82";"0";"CHEMBL985552";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155858";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"1070.0"
"CHEMBL477571";"";"None";"384.42";"0";"3.37";"13e";"O=S(=O)(N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1)C(F)(F)F";"Ki";"'='";"5280.0";"nM";"5.28";"";"";"UO_0000065";"13.73";"0.28";"1.91";"10.68";"0";"CHEMBL985552";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155858";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"5280.0"
"CHEMBL516730";"";"None";"316.32";"0";"3.03";"11e";"CCOC(=O)N(Cc1ccccc1C(F)(F)F)[C@H]1CCNC1";"Ki";"'='";"427.0";"nM";"6.37";"";"";"UO_0000065";"20.14";"0.40";"3.34";"15.32";"0";"CHEMBL985552";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155858";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"427.0"
"CHEMBL476941";"";"None";"336.48";"0";"4.09";"9f";"CC(C)CC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1";"Ki";"'='";"415.0";"nM";"6.38";"";"";"UO_0000065";"18.97";"0.35";"2.29";"19.73";"0";"CHEMBL985552";"Inhibition of [3H]citalopram uptake at human 5HTT expressed in HEK293 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Sodium-dependent serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155858";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";"";"415.0"
